Title	Link
Measuring User Experience in Multiplayer Board Games	https://www.scopus.com/record/display.uri?eid=2-s2.0-85049168928&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Measuring+User+Experience+in+Multiplayer+Board+Games%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Survival Education for User on Unknown Islands using Simulation Games	https://www.scopus.com/record/display.uri?eid=2-s2.0-85073500467&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Survival+Education+for+User+on+Unknown+Islands+using+Simulation+Games%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
ICME - An OpenWRT solution for future wireless homes	https://www.scopus.com/record/display.uri?eid=2-s2.0-78349242087&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28An+OpenWRT+solution+for+future+wireless+homes%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
FIE - Work in progress -- A survey of popular game creation platforms used for computing education	https://www.scopus.com/record/display.uri?eid=2-s2.0-84863279788&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28A+survey+of+popular+game+creation+platforms+used+for+computing+education%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
English Education Game using Non-Player Character Based on Natural Language Processing	https://www.scopus.com/record/display.uri?eid=2-s2.0-85078901576&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28English+Education+Game+using+Non-Player+Character+Based+on+Natural+Language+Processing%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Knowledge Practices in Design: The Role of Visual Representations as `Epistemic Objects'	https://www.scopus.com/record/display.uri?eid=2-s2.0-60349102629&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Knowledge+Practices+in+Design%3A+The+Role+of+Visual+Representations+as+%60Epistemic+Objects%27%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Interactive Design Exploration with Alt.Text	https://www.scopus.com/record/display.uri?eid=2-s2.0-84950296052&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Interactive+Design+Exploration+with+Alt.Text%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Debugging computer game program using Zobrist hashing	https://www.scopus.com/record/display.uri?eid=2-s2.0-84866687587&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Debugging+computer+game+program+using+Zobrist+hashing%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
An empirical evaluation of user interfaces for a mobile video game	https://www.scopus.com/record/display.uri?eid=2-s2.0-84857141473&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28An+empirical+evaluation+of+user+interfaces+for+a+mobile+video+game%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
WWW - The role of social networks in information diffusion	https://www.scopus.com/record/display.uri?eid=2-s2.0-84860866639&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28The+role+of+social+networks+in+information+diffusion%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=8
Web Intelligence - Learning to perform moderation in online forums	https://www.scopus.com/record/display.uri?eid=2-s2.0-77950472529&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28learning+AND+to+AND+perform+AND+moderation+AND+in+AND+online+AND+forums%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Editorial: Modelling user experience - An agenda for research and practice	https://www.scopus.com/record/display.uri?eid=2-s2.0-77955413905&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Modelling+user+experience+-+An+agenda+for+research+and+practice%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Paratext: The In-Between of Structure and Play	https://www.scopus.com/record/display.uri?eid=2-s2.0-85014194889&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Paratext%3A+The+In-Between+of+Structure+and+Play%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Editorial: Modelling user experience - An agenda for research and practice	https://www.scopus.com/record/display.uri?eid=2-s2.0-77955413905&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Modelling+user+experience+-+An+agenda+for+research+and+practice%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Editorial: Modelling user experience - An agenda for research and practice	https://www.scopus.com/record/display.uri?eid=2-s2.0-77955413905&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Modelling+user+experience+-+An+agenda+for+research+and+practice%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Beta Testing in Social Work.	https://www.scopus.com/record/display.uri?eid=2-s2.0-85013319120&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Beta+Testing+in+Social+Work.%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
EC - The structure of online diffusion networks	https://www.scopus.com/record/display.uri?eid=2-s2.0-84863518435&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28The+structure+of+online+diffusion+networks%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=2
WWW - A measurement-driven analysis of information propagation in the flickr social network	https://www.scopus.com/record/display.uri?eid=2-s2.0-84865652746&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28a+AND+measurement-driven+AND+analysis+AND+of+AND+information+AND+propagation+AND+in+AND+the+AND+flickr+AND+social+AND+network%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
SEDA - Initial Steps Towards Assessing the Usability of a Verification Tool	https://www.scopus.com/record/display.uri?eid=2-s2.0-85041843522&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28initial+AND+steps+AND+towards+AND+assessing+AND+the+AND+usability+AND+of+AND+a+AND+verification+AND+tool%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
RE - Intellectual Property Rights Requirements for Heterogeneously-Licensed Systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-73549111329&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Intellectual+Property+Rights+Requirements+for+Heterogeneously-Licensed+Systems%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
ICSE - Data analytics for game development.	https://www.scopus.com/record/display.uri?eid=2-s2.0-79959878072&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Data+analytics+for+game+development.%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=2
ICIDS - Contemporary Issues in Interactive Storytelling Authoring Systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-85058311922&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Contemporary+Issues+in+Interactive+Storytelling+Authoring+Systems%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
ECBS - Extensibility and Modularity for Model Driven Engineering Environments	https://www.scopus.com/record/display.uri?eid=2-s2.0-67650230049&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28extensibility+AND+modularity+AND+for+AND+model+AND+driven+AND+engineering+AND+environments%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
FDG - Mammoth: a massively multiplayer game research framework	https://www.scopus.com/record/display.uri?eid=2-s2.0-77953558719&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Mammoth%3A+a+massively+multiplayer+game+research+framework%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Mobile Augmented Reality: Collaborative use of mobile augmented reality with paper maps	https://www.scopus.com/record/display.uri?eid=2-s2.0-79957642984&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Mobile+Augmented+Reality+Collaborative+use+of+mobile+augmented+reality+with+paper+maps%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Video game training enhances cognitive control in older adults	https://www.scopus.com/record/display.uri?eid=2-s2.0-84883660251&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Video+game+training+enhances+cognitive+control+in+older+adults%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
ICSM - Comparative analysis of evolving software systems using the Gini coefficient	https://www.scopus.com/record/display.uri?eid=2-s2.0-70849135780&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Comparative+analysis+of+evolving+software+systems+using+the+Gini+coefficient%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
Designing gaze gestures for gaming: an investigation of performance	https://www.scopus.com/record/display.uri?eid=2-s2.0-77952408953&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Designing+gaze+gestures+for+gaming%3A+an+investigation+of+performance%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
BMMDS/EMMSAD - Distribution of Effort among Software Development Artefacts: An Initial Case Study	https://www.scopus.com/record/display.uri?eid=2-s2.0-84865123013&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Distribution+of+Effort+among+Software+Development+Artefacts%3A+An+Initial+Case+Study%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
CHI - Understanding, scoping and defining user experience: a survey approach	https://www.scopus.com/record/display.uri?eid=2-s2.0-84892473218&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Understanding%2C+scoping+and+defining+user+experience%3A+a+survey+approach%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
CAiSE - A quantitative analysis of model-driven code generation through software experimentation	https://www.scopus.com/record/display.uri?eid=2-s2.0-84879862949&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28a+AND+quantitative+AND+analysis+AND+of+AND+model-driven+AND+code+AND+generation+AND+through+AND+software+AND+experimentation%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=0
ICSE - Model-driven engineering practices in industry	https://www.scopus.com/record/display.uri?eid=2-s2.0-79959907898&origin=resultslist&sort=r-f&src=s&sid=cedb460c6cbf14b61b467071f8803843&sot=b&sdt=b&s=TITLE%28Model-driven+engineering+practices+in+industry%29&sl=12&sessionSearchId=cedb460c6cbf14b61b467071f8803843&relpos=3
VMCAI - On bridging simulation and formal verification	https://www.scopus.com/record/display.uri?eid=2-s2.0-40549134495&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28on+AND+bridging+AND+simulation+AND+formal+AND+verification%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
EuroSPI - Towards Measuring the Impact of the ISO/IEC 29110 Standard: A Systematic Review	https://www.scopus.com/record/display.uri?eid=2-s2.0-84906539273&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Towards+Measuring+the+Impact+of+the+ISO%2FIEC+29110+Standard%3A+A+Systematic+Review%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Software test automation in practice: empirical observations	https://www.scopus.com/record/display.uri?eid=2-s2.0-85052630249&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Software+test+automation+in+practice+empirical+observations%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Platform envelopment	https://www.scopus.com/record/display.uri?eid=2-s2.0-85163020364&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Platform+envelopment%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=6
ICECCS - A framework for specification-based class testing	https://www.scopus.com/record/display.uri?eid=2-s2.0-84948763858&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+framework+for+specification-based+class+testing%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
ECC - Real-time motion planning in the presence of moving obstacles	https://www.scopus.com/record/display.uri?eid=2-s2.0-85015018420&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Real-time+motion+planning+in+the+presence+of+moving+obstacles%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
FDG - Exploring Game Space Using Survival Analysis.	https://www.scopus.com/record/display.uri?eid=2-s2.0-85089673266&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Exploring+Game+Space+Using+Survival+Analysis.%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
CDC - Optimal kinodynamic motion planning using incremental sampling-based methods	https://www.scopus.com/record/display.uri?eid=2-s2.0-79953146759&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28optimal+AND+kinodynamic+AND+motion+AND+planning+AND+using+AND+incremental+AND+sampling-based+AND+methods%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
ICPC - A novel approach for estimating Truck Factors	https://www.scopus.com/record/display.uri?eid=2-s2.0-84979776426&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+novel+approach+for+estimating+Truck+Factors%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
CDC - A Model Predictive Control Framework for Asymptotic Stabilization of Discretized Hybrid Dynamical Systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-85082487742&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+Model+Predictive+Control+Framework+for+Asymptotic+Stabilization+of+Discretized+Hybrid+Dynamical+Systems%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
IJCAI - The general game playing description language is universal	https://www.scopus.com/record/display.uri?eid=2-s2.0-84881060141&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28The+general+game+playing+description+language+is+universal%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
AAAI - A general game description language for incomplete information games	https://www.scopus.com/record/display.uri?eid=2-s2.0-77958592544&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+general+game+description+language+for+incomplete+information+games%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=1
AAAI - General Video Game AI: competition, challenges, and opportunities	https://www.scopus.com/record/display.uri?eid=2-s2.0-85007223330&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28General+Video+Game+AI%3A+competition%2C+challenges%2C+and+opportunities%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
ICEC - The effectiveness and efficiency of model driven game design	https://www.scopus.com/record/display.uri?eid=2-s2.0-84875681814&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28The+effectiveness+and+efficiency+of+model+driven+game+design%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
ICEC - Online gaming traffic generator for reproducing gamer behavior	https://www.scopus.com/record/display.uri?eid=2-s2.0-78049424851&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Online+gaming+traffic+generator+for+reproducing+gamer+behavior%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
EuroSPI - Software Development Processes for Games: A Systematic Literature Review	https://www.scopus.com/record/display.uri?eid=2-s2.0-84906536210&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Software+Development+Processes+for+Games%3A+A+Systematic+Literature+Review%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0\
Vizdoom: A Doom-Based Ai Research Platform For Visual Reinforcement Learning	https://www.scopus.com/record/display.uri?eid=2-s2.0-85015446550&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Vizdoom+A+Doom-Based+Ai+Research+Platform+For+Visual+Reinforcement+Learning%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
High Performance Encapsulation In Casanova 2	https://www.scopus.com/record/display.uri?eid=2-s2.0-84963648094&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28High+Performance+Encapsulation+In+Casanova+2%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=1
Adaptive Virtual Environments: A Physiological Feedback Hci System Concept	https://www.scopus.com/record/display.uri?eid=2-s2.0-84963705394&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Adaptive+Virtual+Environments+A+Physiological+Feedback+Hci+System+Concept%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Video Gaming Accessibility	https://www.scopus.com/record/display.uri?eid=2-s2.0-84962207039&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Video+Gaming+Accessibility%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=3
Fostering Students' Creativity Through Video Game Development	https://www.scopus.com/record/display.uri?eid=2-s2.0-84866980204&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Fostering+Students%27+Creativity+Through+Video+Game+Development%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
A Framework To Improve Evaluation In Educational Games	https://www.scopus.com/record/display.uri?eid=2-s2.0-84864143246&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+Framework+To+Improve+Evaluation+In+Educational+Games%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Gaze Tracking As A Game Input Interface	https://www.scopus.com/record/display.uri?eid=2-s2.0-80053110080&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Gaze+Tracking+As+A+Game+Input+Interface%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Serious Computer Games As Instructional Technology	https://www.scopus.com/record/display.uri?eid=2-s2.0-80052277579&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Serious+Computer+Games+As+Instructional+Technology%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Using Serious Games To Guide Commercial Success From The Fuzzy Front-End	https://www.scopus.com/record/display.uri?eid=2-s2.0-85055444122&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Using+Serious+Games+To+Guide+Commercial+Success+From+The+Fuzzy+Front-End%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
A Case Study On Service-Oriented Architecture For Serious Games	https://www.scopus.com/record/display.uri?eid=2-s2.0-84916941402&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28A+Case+Study+On+Service-Oriented+Architecture+For+Serious+Games%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
Open Badges: Experiences From A Game Development Skills Open Badge Co-Creation Process	https://www.scopus.com/record/display.uri?eid=2-s2.0-85058941988&origin=resultslist&sort=r-f&src=s&sid=071b888c0dd5735ef693efd28e5846b9&sot=b&sdt=b&s=TITLE%28Open+Badges%3A+Experiences+From+A+Game+Development+Skills+Open+Badge+Co-Creation+Process%29&sl=157&sessionSearchId=071b888c0dd5735ef693efd28e5846b9&relpos=0
On Design And Performance Of Cloud-Based Distributed Interactive Applications	https://www.webofscience.com/wos/woscc/full-record/WOS:000392944400004
On Design And Performance Of Cloud-Based Distributed Interactive Applications	https://www.webofscience.com/wos/woscc/full-record/WOS:000392944400004
Three-Subagent Adapting Architecture For Fighting Videogames	https://www.webofscience.com/wos/woscc/full-record/WOS:000286842600064
On Design And Performance Of Cloud-Based Distributed Interactive Applications	https://www.webofscience.com/wos/woscc/full-record/WOS:000392944400004
ACC - Asymptotically Stabilizing Model Predictive Control for Hybrid Dynamical Systems	https://www.webofscience.com/wos/woscc/full-record/WOS:000589452903113
(Do not) trust in ecosystems	https://dl.acm.org/doi/10.1109/ICSE-NIER.2019.00011
WSC2017: Engineering of machine tools and manufacturing systems using cyber-physical systems	https://dl.acm.org/doi/10.5555/3242181.3242303
Three-Subagent Adapting Architecture For Fighting Videogames	https://link.springer.com/chapter/10.1007/978-3-642-15246-7_64
Three-Subagent Adapting Architecture For Fighting Videogames	https://link.springer.com/chapter/10.1007/978-3-642-15246-7_64
Creating A Serious Game For Health.	https://pubmed.ncbi.nlm.nih.gov/26442360/
Reflecting On Development Processes In The Video Game Industry	https://ieeexplore.ieee.org/document/5070976
EuroSPI - Software Development Processes for Games: A Systematic Literature Review	https://link.springer.com/chapter/10.1007/978-3-662-43896-1_16
ECOOP - Meta Patterns - A Means For Capturing the Essentials of Reusable Object-Oriented Design	https://link.springer.com/chapter/10.1007/BFb0052181
FDG - Glyph: Visualization Tool for Understanding Problem Solving Strategies in Puzzle Games.	https://arxiv.org/abs/2106.13742
Human-Computer Interaction - INTERACT 2009 - Human-Computer Interaction - INTERACT 2009	https://link.springer.com/book/10.1007/978-3-642-03655-2
Deriving Specifications of Dependable Systems: toward a Method	https://arxiv.org/abs/1009.3911
Human Centered Design - Human Centered Design	https://link.springer.com/book/10.1007/978-3-642-21753-1
Game Development Software Engineering Process Life Cycle: A Systematic Review	https://arxiv.org/abs/1711.08527
22 - The Sims (2000): Who Let the Sims Out?	https://www.sciencedirect.com/science/article/abs/pii/B9780240811468000324?via%3Dihub
Transition Towards Continuous Delivery in the Healthcare Domain	https://dl.acm.org/doi/10.1109/ICSE-SEIP.2019.00035
Behavior-Driven Development as an Approach to Improve Software Quality and Communication Across Remote Business Stakeholders, Developers and QA: Two Case Studies	https://dl.acm.org/doi/10.1109/ICGSE.2019.00016
Towards automatic scenario generation from coverage information	https://dl.acm.org/doi/10.5555/2662413.2662432
Automated acceptance test refactoring	https://dl.acm.org/doi/10.1145/1984732.1984736
A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table	https://www.scopus.com/record/display.uri?eid=2-s2.0-85107080115&origin=resultslist&sort=plf-f&src=s&sid=77e45e6bb960f3ff68e3ed3538263858&sot=b&sdt=b&s=TITLE-ABS-KEY%28A+low-cost+mobile+real+time+kinematic+geolocation+service+for+engineering+and+research+applications%29&sl=135&sessionSearchId=77e45e6bb960f3ff68e3ed3538263858&relpos=0
A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table	https://www.scopus.com/record/display.uri?eid=2-s2.0-85107080115&origin=resultslist&sort=plf-f&src=s&sid=77e45e6bb960f3ff68e3ed3538263858&sot=b&sdt=b&s=TITLE-ABS-KEY%28A+low-cost+mobile+real+time+kinematic+geolocation+service+for+engineering+and+research+applications%29&sl=135&sessionSearchId=77e45e6bb960f3ff68e3ed3538263858&relpos=0
A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table	https://www.sciencedirect.com/science/article/pii/S2468067221000328
A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table	https://www.sciencedirect.com/science/article/pii/S2468067221000328
A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table	https://www.sciencedirect.com/science/article/pii/S2468067221000328
The Application of the Hybrid Digital Twin for Time Characteristic Assessment of the Control System	https://www.sciencedirect.com/science/article/pii/S2405896321008673
Mbse testbed for rapid cost-effective prototyping and evaluation of system modeling approaches	https://www.scopus.com/record/display.uri?eid=2-s2.0-85102682847&origin=resultslist&sort=plf-f&src=s&sid=d06a94c20fb75f9c54bd663979c666ff&sot=b&sdt=b&s=TITLE-ABS-KEY%28Mbse+testbed+for+rapid+cost-effective+prototyping+and+evaluation+of+system+modeling+approaches%29&sl=109&sessionSearchId=d06a94c20fb75f9c54bd663979c666ff&relpos=0
Pattern-based Digital Twin for Optimizing Manufacturing Systems: A Real Industrial-Case Application	https://www.sciencedirect.com/science/article/pii/S2405896321009265
Specifications Table Comparing ontologies and databases: a critical review of lifecycle engineering models in manufacturing	https://link.springer.com/article/10.1007/s10115-021-01558-4
Specifications Table Comparing ontologies and databases: a critical review of lifecycle engineering models in manufacturing	https://www.scopus.com/record/display.uri?eid=2-s2.0-85101934174&origin=resultslist&sort=plf-f&src=s&sid=d06a94c20fb75f9c54bd663979c666ff&sot=b&sdt=b&s=TITLE-ABS-KEY%28comparing+AND+ontologies+AND+databases+AND+a+AND+critical+AND+review+AND+of+AND+lifecycle+AND+engineering+AND+models+AND+manufacturing%29&sl=109&sessionSearchId=d06a94c20fb75f9c54bd663979c666ff&relpos=0
Ensuring consistency in scalable-detail models for DT-based control	https://www.sciencedirect.com/science/article/pii/S2405896321009277
Digital twin physics-based model and machine learning applied to damage detection in structures	https://www.sciencedirect.com/science/article/pii/S0888327021000091
